Cancer_Type	N	Tested_Pairs	Significant_Pairs	Enriched_Pairs	Depleted_Pairs	Best_FDR	Max_OE_Ratio	Min_OE_Ratio
uterine corpus endometrioid carcinoma	42	120	0	69	51	0.8099190080991902	3.391555027980329	0.0
