Primary_Denominator	CLOCK16_Primary_Patients	CLOCK16_Primary_Prevalence_Percent	CLOCK16_Primary_Samples	CLOCK16_All_Samples	CLOCK16_All_Patients
10593	1165	10.998	1165	1302	1302
