Cancer_Type	Gene1	Gene2	N	CLOCK16_Mutated_Patients	Mean_CLOCK16_Genes_Per_Patient	Observed_CoMutation	Permutation_Expected	Observed_Expected_Ratio	Permutation_SD	Permutation_Z	Permutation_P	Direction	FDR_within_cancer	FDR_global	Robust_Significant
bladder urothelial carcinoma	PER1	PER3	116	116	1.2413793103448276	1	0.33333333333333337	2.9999999999999996	0.5854869080448761	1.1386534139471625	0.29317068293170684	Enriched	0.9676870150822755	1.0	False
bladder urothelial carcinoma	PER1	RORA	116	116	1.2413793103448276	0	0.33333333333333337	0.0	0.5537958640021597	-0.6019065056290008	1.0	Depleted	1.0	1.0	False
bladder urothelial carcinoma	PER1	RORB	116	116	1.2413793103448276	0	0.33333333333333337	0.0	0.5589298706099236	-0.5963777405018424	1.0	Depleted	1.0	1.0	False
bladder urothelial carcinoma	PER1	RORC	116	116	1.2413793103448276	0	0.33333333333333337	0.0	0.5607903428027787	-0.5943992039295183	1.0	Depleted	1.0	1.0	False
bladder urothelial carcinoma	PER1	TIMELESS	116	116	1.2413793103448276	1	0.33333333333333337	2.9999999999999996	0.5667182959484335	1.176363409180154	0.2850714928507149	Enriched	0.9676870150822755	1.0	False
bladder urothelial carcinoma	PER2	PER3	116	116	1.2413793103448276	0	0.33333333333333337	0.0	0.5675402718715382	-0.5873298334127429	1.0	Depleted	1.0	1.0	False
bladder urothelial carcinoma	PER2	RORA	116	116	1.2413793103448276	0	0.33333333333333337	0.0	0.5707835135863143	-0.5839925740653448	1.0	Depleted	1.0	1.0	False
bladder urothelial carcinoma	PER2	RORB	116	116	1.2413793103448276	0	0.33333333333333337	0.0	0.569920802368274	-0.584876586269856	1.0	Depleted	1.0	1.0	False
bladder urothelial carcinoma	PER2	RORC	116	116	1.2413793103448276	0	0.33333333333333337	0.0	0.5688658548692157	-0.5859612252698273	1.0	Depleted	1.0	1.0	False
bladder urothelial carcinoma	PER2	TIMELESS	116	116	1.2413793103448276	0	0.33333333333333337	0.0	0.5645379175095597	-0.5904534009049778	1.0	Depleted	1.0	1.0	False
bladder urothelial carcinoma	PER3	RORA	116	116	1.2413793103448276	1	0.33333333333333337	2.9999999999999996	0.5705777036404324	1.1684064456307388	0.2983701629837016	Enriched	0.9676870150822755	1.0	False
bladder urothelial carcinoma	PER3	RORB	116	116	1.2413793103448276	1	0.33333333333333337	2.9999999999999996	0.5635931810511663	1.182886324889979	0.29157084291570845	Enriched	0.9676870150822755	1.0	False
bladder urothelial carcinoma	PER3	RORC	116	116	1.2413793103448276	0	0.33333333333333337	0.0	0.5844624877953795	-0.5703245978893918	1.0	Depleted	1.0	1.0	False
bladder urothelial carcinoma	PER3	TIMELESS	116	116	1.2413793103448276	1	0.33333333333333337	2.9999999999999996	0.5613755910755521	1.1875590554077795	0.290970902909709	Enriched	0.9676870150822755	1.0	False
bladder urothelial carcinoma	RORA	RORB	116	116	1.2413793103448276	0	0.33333333333333337	0.0	0.5588269309489974	-0.596487597273217	1.0	Depleted	1.0	1.0	False
