Cancer_Type	Gene	Primary_Patients	Mutated_Patients	Prevalence_Percent	Odds_Ratio	P_value	FDR	Direction
diffuse large B-cell lymphoma	PER3	48	0	0	0	1	1	Depleted
diffuse large B-cell lymphoma	RORA	48	0	0	0	1	1	Depleted
diffuse large B-cell lymphoma	RORB	48	0	0	0	1	1	Depleted
diffuse large B-cell lymphoma	RORC	48	0	0	0	1	1	Depleted
diffuse large B-cell lymphoma	TIMELESS	48	0	0	0	1	1	Depleted
kidney chromophobe	ARNTL	66	0	0	0	1	1	Depleted
kidney chromophobe	CRY1	66	0	0	0	1	1	Depleted
kidney chromophobe	CRY2	66	0	0	0	1	1	Depleted
kidney chromophobe	CSNK1D	66	0	0	0	1	1	Depleted
kidney chromophobe	CSNK1E	66	0	0	0	1	1	Depleted
kidney chromophobe	NR1D1	66	0	0	0	1	1	Depleted
kidney chromophobe	NR1D2	66	0	0	0	1	1	Depleted
kidney chromophobe	RORA	66	0	0	0	1	1	Depleted
kidney chromophobe	RORB	66	0	0	0	1	1	Depleted
kidney chromophobe	RORC	66	0	0	0	1	1	Depleted
mesothelioma	ARNTL	87	0	0	0	1	1	Depleted
mesothelioma	CRY1	87	0	0	0	1	1	Depleted
mesothelioma	CRY2	87	0	0	0	1	1	Depleted
mesothelioma	CSNK1D	87	0	0	0	1	1	Depleted
mesothelioma	CSNK1E	87	0	0	0	1	1	Depleted
mesothelioma	NR1D1	87	0	0	0	1	1	Depleted
mesothelioma	NR1D2	87	0	0	0	1	1	Depleted
mesothelioma	RORA	87	0	0	0	1	1	Depleted
skin cutaneous melanoma	CRY1	104	0	0	0	1	1	Depleted
skin cutaneous melanoma	CSNK1D	104	0	0	0	1	1	Depleted
thymoma	NR1D1	124	0	0	0	1	1	Depleted
uterine carcinosarcoma	CLOCK	57	0	0	0	1	1	Depleted
uterine carcinosarcoma	CSNK1D	57	0	0	0	1	1	Depleted
uterine carcinosarcoma	CSNK1E	57	0	0	0	1	1	Depleted
uterine carcinosarcoma	NR1D1	57	0	0	0	1	1	Depleted
uterine carcinosarcoma	PER1	57	0	0	0	1	1	Depleted
uterine carcinosarcoma	PER3	57	0	0	0	1	1	Depleted
uterine carcinosarcoma	RORA	57	0	0	0	1	1	Depleted
uveal melanoma	ARNTL	80	0	0	0	1	1	Depleted
uveal melanoma	CLOCK	80	0	0	0	1	1	Depleted
uveal melanoma	CRY1	80	0	0	0	1	1	Depleted
uveal melanoma	CRY2	80	0	0	0	1	1	Depleted
uveal melanoma	CSNK1D	80	0	0	0	1	1	Depleted
uveal melanoma	CSNK1E	80	0	0	0	1	1	Depleted
uveal melanoma	NR1D1	80	0	0	0	1	1	Depleted
uveal melanoma	NR1D2	80	0	0	0	1	1	Depleted
uveal melanoma	RORA	80	0	0	0	1	1	Depleted
uveal melanoma	RORC	80	0	0	0	1	1	Depleted
testicular germ cell tumor	PER1	150	1	0.666666666666667	0.410497846464419	0.735361481683436	1	Depleted
kidney papillary cell carcinoma	CSNK1D	291	1	0.343642611683849	0.414506153157985	0.733403544288018	1	Depleted
kidney papillary cell carcinoma	NR1D2	291	1	0.343642611683849	0.424576925560429	0.731145980341419	1	Depleted
testicular germ cell tumor	NPAS2	150	1	0.666666666666667	0.43690237935744	0.729864679811863	1	Depleted
pancreatic adenocarcinoma	CLOCK	185	1	0.540540540540541	0.439984278764804	0.729309771742546	1	Depleted
kidney papillary cell carcinoma	NR1D1	291	1	0.343642611683849	0.457928045957694	0.726231844256728	1	Depleted
pheochromocytoma & paraganglioma	RORC	179	1	0.558659217877095	0.470061328266535	0.72620689481501	1	Depleted
sarcoma	NR1D2	261	1	0.383141762452107	0.474954439090089	0.725335883986631	1	Depleted
rectum adenocarcinoma	CLOCK	167	1	0.598802395209581	0.488544939555814	0.725568118328412	1	Depleted
thymoma	PER3	124	1	0.806451612903226	0.48963549186753	0.725536392688439	1	Depleted
sarcoma	NR1D1	261	1	0.383141762452107	0.512259985115458	1	1	Depleted
pancreatic adenocarcinoma	RORA	185	1	0.540540540540541	0.513535016725483	1	1	Depleted
testicular germ cell tumor	CLOCK	150	1	0.666666666666667	0.545179529210906	1	1	Depleted
esophageal carcinoma	ARNTL	185	1	0.540540540540541	0.549148868480051	1	1	Depleted
testicular germ cell tumor	RORC	150	1	0.666666666666667	0.563126308293224	1	1	Depleted
pheochromocytoma & paraganglioma	ARNTL	179	1	0.558659217877095	0.567989059999393	1	1	Depleted
rectum adenocarcinoma	RORA	167	1	0.598802395209581	0.570211582615784	1	1	Depleted
kidney papillary cell carcinoma	RORC	291	2	0.687285223367698	0.577478108731611	0.777925729296456	1	Depleted
pancreatic adenocarcinoma	TIMELESS	185	2	1.08108108108108	0.581533084318975	0.777737201990307	1	Depleted
pancreatic adenocarcinoma	CRY1	185	1	0.540540540540541	0.583808551623892	1	1	Depleted
liver hepatocellular carcinoma	CRY2	377	2	0.530503978779841	0.606880061563314	0.773408840203188	1	Depleted
rectum adenocarcinoma	CSNK1E	167	1	0.598802395209581	0.615851501763332	1	1	Depleted
cervical & endocervical cancer	RORA	308	2	0.649350649350649	0.615911871413191	0.773214012839292	1	Depleted
mesothelioma	TIMELESS	87	1	1.14942528735632	0.621361534754014	1	1	Depleted
testicular germ cell tumor	RORA	150	1	0.666666666666667	0.636312310172743	1	1	Depleted
sarcoma	RORC	261	2	0.766283524904215	0.646263303877898	0.772005818868544	1	Depleted
pancreatic adenocarcinoma	CSNK1D	185	1	0.540540540540541	0.660059066919601	1	1	Depleted
cervical & endocervical cancer	CSNK1E	308	2	0.649350649350649	0.665705182625773	0.771526797547139	1	Depleted
pancreatic adenocarcinoma	PER1	185	2	1.08108108108108	0.670220302180949	1	1	Depleted
adrenocortical cancer	PER1	92	1	1.08695652173913	0.675909877092594	1	1	Depleted
pancreatic adenocarcinoma	NR1D2	185	1	0.540540540540541	0.676094086172204	1	1	Depleted
head & neck squamous cell carcinoma	CSNK1D	528	3	0.568181818181818	0.68724138318087	0.801244721264043	1	Depleted
prostate adenocarcinoma	CRY2	498	3	0.602409638554217	0.689200825592975	0.801341427927223	1	Depleted
rectum adenocarcinoma	PER2	167	2	1.19760479041916	0.689985498375311	1	1	Depleted
kidney papillary cell carcinoma	ARNTL	291	2	0.687285223367698	0.698980166954363	1	1	Depleted
sarcoma	PER3	261	3	1.14942528735632	0.699274699765612	0.802196451944582	1	Depleted
mesothelioma	PER3	87	1	1.14942528735632	0.702793744957189	1	1	Depleted
adrenocortical cancer	NPAS2	92	1	1.08695652173913	0.719381685234368	1	1	Depleted
rectum adenocarcinoma	CSNK1D	167	1	0.598802395209581	0.732902674115486	1	1	Depleted
rectum adenocarcinoma	NR1D2	167	1	0.598802395209581	0.750706916796312	1	1	Depleted
uveal melanoma	PER1	80	1	1.25	0.779476532428853	1	1	Depleted
lung adenocarcinoma	CLOCK	520	5	0.961538461538462	0.785392235233783	0.835658333001188	1	Depleted
lung adenocarcinoma	CSNK1E	520	4	0.769230769230769	0.789047553866466	0.81920454020565	1	Depleted
rectum adenocarcinoma	NR1D1	167	1	0.598802395209581	0.809668586089119	1	1	Depleted
prostate adenocarcinoma	NR1D1	498	3	0.602409638554217	0.809708261524329	1	1	Depleted
cervical & endocervical cancer	NR1D2	308	2	0.649350649350649	0.813260716517075	1	1	Depleted
pancreatic adenocarcinoma	RORB	185	2	1.08108108108108	0.813350418709373	1	1	Depleted
adrenocortical cancer	RORB	92	1	1.08695652173913	0.819209057801665	1	1	Depleted
liver hepatocellular carcinoma	PER1	377	5	1.3262599469496	0.823837962088793	0.835136653087259	1	Depleted
thymoma	ARNTL	124	1	0.806451612903226	0.826332593764511	1	1	Depleted
uveal melanoma	NPAS2	80	1	1.25	0.829607836591126	1	1	Depleted
sarcoma	CRY1	261	2	0.766283524904215	0.832119958907281	1	1	Depleted
head & neck squamous cell carcinoma	CRY2	528	4	0.757575757575758	0.87550184843617	1	1	Depleted
liver hepatocellular carcinoma	NPAS2	377	5	1.3262599469496	0.878203394890069	1	1	Depleted
lung adenocarcinoma	NPAS2	520	7	1.34615384615385	0.890627436551719	1	1	Depleted
liver hepatocellular carcinoma	CSNK1E	377	4	1.06100795755968	1.10717213701903	0.785130378270721	1	Enriched
stomach adenocarcinoma	PER1	478	7	1.46443514644351	0.913101733298709	1	1	Depleted
esophageal carcinoma	RORC	185	2	1.08108108108108	0.921443642619097	1	1	Depleted
pancreatic adenocarcinoma	RORC	185	2	1.08108108108108	0.921443642619097	1	1	Depleted
liver hepatocellular carcinoma	PER2	377	6	1.59151193633952	0.922574201188006	1	1	Depleted
head & neck squamous cell carcinoma	TIMELESS	528	9	1.70454545454545	0.926110634442057	1	1	Depleted
kidney chromophobe	PER3	66	1	1.51515151515152	0.931719879438	1	1	Depleted
kidney papillary cell carcinoma	TIMELESS	291	5	1.71821305841924	0.935458894917211	1	1	Depleted
bladder urothelial carcinoma	PER1	412	7	1.69902912621359	1.068897450435	0.839657763688479	1	Enriched
head & neck squamous cell carcinoma	CLOCK	528	6	1.13636363636364	0.936786535069405	1	1	Depleted
bladder urothelial carcinoma	CRY1	412	4	0.970873786407767	1.06348848761934	0.791050907431227	1	Enriched
esophageal carcinoma	PER2	185	3	1.62162162162162	0.941959774674413	1	1	Depleted
sarcoma	CSNK1D	261	2	0.766283524904215	0.942090019035934	1	1	Depleted
head & neck squamous cell carcinoma	PER1	528	8	1.51515151515152	0.946396964300867	1	1	Depleted
kidney chromophobe	PER1	66	1	1.51515151515152	0.948630959191711	1	1	Depleted
lung squamous cell carcinoma	RORB	506	7	1.38339920948617	1.04990443985578	0.841134679221657	1	Enriched
head & neck squamous cell carcinoma	NR1D2	528	4	0.757575757575758	0.952771096749091	1	1	Depleted
esophageal carcinoma	RORA	185	2	1.08108108108108	1.0423138728593	0.718366564145452	1	Enriched
kidney papillary cell carcinoma	RORB	291	4	1.3745704467354	1.04182476469248	0.794951601625911	1	Enriched
lung squamous cell carcinoma	CSNK1D	506	4	0.790513833992095	0.972211171368201	1	1	Depleted
rectum adenocarcinoma	RORC	167	2	1.19760479041916	1.02374995754424	0.72306891872067	1	Enriched
uterine carcinosarcoma	PER2	57	1	1.75438596491228	1.02160971623389	1	1	Enriched
mesothelioma	RORC	87	1	1.14942528735632	0.981567220214296	1	1	Depleted
thymoma	NR1D2	124	1	0.806451612903226	1.01733978959685	1	1	Enriched
lung squamous cell carcinoma	ARNTL	506	5	0.988142292490119	1.01725245196035	0.818451219153562	1	Enriched
lung adenocarcinoma	ARNTL	520	5	0.961538461538462	0.988211895720235	1	1	Depleted
bladder urothelial carcinoma	NR1D1	412	3	0.728155339805825	0.988362933561332	1	1	Depleted
skin cutaneous melanoma	ARNTL	104	1	0.961538461538462	0.988674195874532	1	1	Depleted
skin cutaneous melanoma	CSNK1E	104	1	0.961538461538462	0.998585972850679	1	1	Depleted
