Cancer_Type	Gene	Cancer_Patients	Gene_Mutated_Cancer_Patients	Cancer_Prevalence_Percent	Other_Prevalence_Percent	Odds_Ratio	Fisher_P	Direction	FDR
cervical & endocervical cancer	CRY2	308	5	1.6233766233766234	0.8361691784151677	1.9569805817791082	0.19278632359210218	Enriched	0.50029066628063
brain lower grade glioma	NR1D2	516	1	0.1937984496124031	0.8236578346730178	0.23380512340624635	0.1934717811007124	Depleted	0.50029066628063
head & neck squamous cell carcinoma	NPAS2	528	4	0.7575757575757576	1.5399900645802285	0.4880571287860133	0.19585150507610857	Depleted	0.5038993497435558
rectum adenocarcinoma	CRY1	167	3	1.7964071856287425	0.9015921734126223	2.0106382978723403	0.19699089708810533	Enriched	0.5042966965455496
lung adenocarcinoma	CSNK1D	520	7	1.3461538461538463	0.7842747940037724	1.726207219878106	0.19987270818930436	Enriched	0.5091284905120589
lung adenocarcinoma	CRY2	520	7	1.3461538461538463	0.8339124391938847	1.6226445743989604	0.21659588442032482	Enriched	0.5489955090257738
bladder urothelial carcinoma	PER3	412	10	2.4271844660194173	1.5911992928003142	1.5384497266752657	0.22660865339373126	Enriched	0.5713688181234824
cervical & endocervical cancer	ARNTL	308	5	1.6233766233766234	0.9528439474963539	1.7153296962349296	0.22765476347107502	Enriched	0.5713688181234824
esophageal carcinoma	PER3	185	5	2.7027027027027026	1.6045349730976173	1.7034264803725883	0.2295969966410926	Enriched	0.5734324989279971
kidney clear cell carcinoma	CRY1	536	2	0.373134328358209	0.9446156905637865	0.3927459097181155	0.24227806360185364	Depleted	0.6017854257035552
bladder urothelial carcinoma	PER2	412	10	2.4271844660194173	1.689421471368235	1.4475587180377183	0.24388918240356336	Enriched	0.6017854257035552
sarcoma	TIMELESS	261	2	0.7662835249042146	1.8583042973286876	0.4078185328185328	0.2455329185556796	Depleted	0.6017854257035552
glioblastoma multiforme	CRY2	594	2	0.3367003367003367	0.89008900890089	0.3761767385362891	0.24565069135164655	Depleted	0.6017854257035552
adrenocortical cancer	RORA	92	2	2.1739130434782608	1.0284734787163128	2.138477366255144	0.24763948586412615	Enriched	0.603768651249679
lung squamous cell carcinoma	RORA	506	8	1.5810276679841897	1.011202537920095	1.5725647688794393	0.2531761820454988	Enriched	0.6143422047739118
bladder urothelial carcinoma	RORB	412	8	1.941747572815534	1.2965327570965524	1.5075007500750075	0.26478765436256935	Enriched	0.6394871652529976
pheochromocytoma & paraganglioma	RORA	179	0	0.0	1.0562704052237373	0.0	0.2676046107364962	Depleted	0.6406645772137856
thymoma	NPAS2	124	0	0.0	1.518769701022065	0.0	0.26777777250732443	Depleted	0.6406645772137856
thymoma	PER1	124	0	0.0	1.6142898080045849	0.0	0.27093480426827754	Depleted	0.6428027683945056
testicular germ cell tumor	RORB	150	0	0.0	1.3406109355549172	0.0	0.27118241791643205	Depleted	0.6428027683945056
lung squamous cell carcinoma	PER1	506	11	2.1739130434782608	1.566372558738971	1.3964838255977496	0.27332637253326125	Enriched	0.6443278805486068
liver hepatocellular carcinoma	ARNTL	377	1	0.26525198938992045	0.9984338292873923	0.263715060492282	0.2743427303898365	Depleted	0.6443278805486068
cervical & endocervical cancer	TIMELESS	308	8	2.5974025974025974	1.808458920758386	1.4478853046594982	0.27916461713003254	Enriched	0.6478655342672365
thymoma	PER2	124	0	0.0	1.7384659470818606	0.0	0.2798251837349052	Depleted	0.6478655342672365
uterine carcinosarcoma	TIMELESS	57	2	3.508771929824561	1.8223234624145785	1.959090909090909	0.28054939400413004	Enriched	0.6478655342672365
lung squamous cell carcinoma	PER3	506	11	2.1739130434782608	1.5961138098542678	1.3700483091787439	0.2809104464986846	Enriched	0.6478655342672365
pheochromocytoma & paraganglioma	CLOCK	179	0	0.0	1.229114653351258	0.0	0.2823906184387158	Depleted	0.6483587293301457
kidney clear cell carcinoma	PER1	536	5	0.9328358208955224	1.6307049816048524	0.5680147903173947	0.2854367291547543	Depleted	0.6516564884189708
stomach adenocarcinoma	CSNK1D	478	6	1.2552301255230125	0.7909045971329708	1.5945444915254237	0.28637248026224305	Enriched	0.6516564884189708
sarcoma	CRY2	261	4	1.5325670498084292	0.8420441347270615	1.8328189990607808	0.2886854998870614	Enriched	0.6540131678857319
cervical & endocervical cancer	NR1D1	308	4	1.2987012987012987	0.7194944093339816	1.8156116642958748	0.29063717208958095	Enriched	0.6555340621579976
adrenocortical cancer	RORC	92	2	2.1739130434782608	1.1617941148462052	1.890528233151184	0.29278383892226517	Enriched	0.655920379750699
head & neck squamous cell carcinoma	RORC	528	3	0.5681818181818182	1.2021857923497268	0.4696103896103896	0.2933706385994337	Depleted	0.655920379750699
cholangiocarcinoma	ARNTL	36	1	2.7777777777777777	0.966183574879227	2.9285714285714284	0.29695942373221423	Enriched	0.6610574997864943
esophageal carcinoma	RORB	185	4	2.1621621621621623	1.3066871637202153	1.669158271043224	0.31236241878991	Enriched	0.6923357507378092
glioblastoma multiforme	RORC	594	4	0.6734006734006734	1.2001200120012	0.558135593220339	0.3254053122772394	Depleted	0.7171706937951179
brain lower grade glioma	RORB	516	4	0.7751937984496124	1.3496080182594026	0.5710592830882353	0.3263686946372314	Depleted	0.7171706937951179
glioblastoma multiforme	CLOCK	594	4	0.6734006734006734	1.24012401240124	0.5399125205030071	0.32918528623152904	Depleted	0.7177460579493713
kidney papillary cell carcinoma	NPAS2	291	2	0.6872852233676976	1.523975927004465	0.4471822449474357	0.330941770990001	Depleted	0.7177460579493713
liver hepatocellular carcinoma	CLOCK	377	2	0.5305039787798409	1.2333594361785434	0.4270899470899471	0.33223477454381767	Depleted	0.7177460579493713
sarcoma	PER2	261	2	0.7662835249042146	1.7421602787456445	0.4355212355212355	0.3322379213554707	Depleted	0.7177460579493713
breast invasive carcinoma	NR1D1	1101	5	0.45413260672116257	0.7690686894226717	0.5886286371362863	0.34906989744180883	Depleted	0.7509402835722946
skin cutaneous melanoma	CLOCK	104	2	1.9230769230769231	1.201258461245114	1.6126672891378773	0.3587437880971181	Enriched	0.7685222573461274
esophageal carcinoma	NPAS2	185	4	2.1621621621621623	1.48923904688701	1.4618428087684905	0.36150243354005746	Enriched	0.7712051915521225
kidney papillary cell carcinoma	CSNK1E	291	4	1.3745704467353952	0.9512715977480101	1.451183957903719	0.3651865744695494	Enriched	0.7734085411456685
uterine carcinosarcoma	NR1D2	57	1	1.7543859649122806	0.7877752467729688	2.2489242685025816	0.3655563807758824	Enriched	0.7734085411456685
cervical & endocervical cancer	CRY1	308	4	1.2987012987012987	0.904229460379193	1.4419920769666101	0.36815585496954567	Enriched	0.7757028713761621
lung adenocarcinoma	PER3	520	11	2.1153846153846154	1.5983321751216122	1.3304860339967541	0.36976321473986457	Enriched	0.775896581749224
diffuse large B-cell lymphoma	CSNK1E	48	1	2.0833333333333335	0.9577999051683262	2.2001263956182853	0.37216008865088385	Enriched	0.7761154598109264
pheochromocytoma & paraganglioma	PER3	179	1	0.5586592178770949	1.6420203572114462	0.33652013929955976	0.37478521687431	Depleted	0.7761154598109264
liver hepatocellular carcinoma	CSNK1D	377	1	0.26525198938992045	0.8320281910728269	0.3169899874843554	0.37514384314845994	Depleted	0.7761154598109264
pancreatic adenocarcinoma	PER3	185	1	0.5405405405405406	1.6429669485011529	0.32535596236969233	0.3760175635344211	Depleted	0.7761154598109264
pheochromocytoma & paraganglioma	PER2	179	1	0.5586592178770949	1.7380449395045132	0.3176174809112918	0.37790915076209797	Depleted	0.7761154598109264
sarcoma	CLOCK	261	1	0.3831417624521073	1.2291908633372048	0.3090551181102362	0.3803682628910414	Depleted	0.7761154598109264
lung squamous cell carcinoma	PER2	506	11	2.1739130434782608	1.6952513135719243	1.28862897985705	0.38051049151017097	Enriched	0.7761154598109264
pancreatic adenocarcinoma	PER2	185	1	0.5405405405405406	1.7390468870099922	0.3070802306029306	0.3819943278756904	Depleted	0.7761154598109264
pheochromocytoma & paraganglioma	TIMELESS	179	1	0.5586592178770949	1.8532744382561936	0.29751993945392097	0.38737191611437605	Depleted	0.7839305179864052
uterine carcinosarcoma	CRY2	57	1	1.7543859649122806	0.8542141230068337	2.072619047619048	0.38926281600756446	Enriched	0.7846557551018623
liver hepatocellular carcinoma	CRY1	377	5	1.3262599469496021	0.9005481597494127	1.4790790088826555	0.3981511274938249	Enriched	0.7876549028824175
lung adenocarcinoma	TIMELESS	520	12	2.3076923076923075	1.8068102849200833	1.2837674136886736	0.3989877306880587	Enriched	0.7876549028824175
pheochromocytoma & paraganglioma	NR1D2	179	0	0.0	0.806606491261763	0.0	0.40699604217126306	Depleted	0.7876549028824175
rectum adenocarcinoma	CRY2	167	0	0.0	0.8728179551122195	0.0	0.40723439837940395	Depleted	0.7876549028824175
pheochromocytoma & paraganglioma	CSNK1D	179	0	0.0	0.8258114077203764	0.0	0.4073278027415913	Depleted	0.7876549028824175
uveal melanoma	TIMELESS	80	0	0.0	1.845334347950157	0.0	0.40734646329047186	Depleted	0.7876549028824175
testicular germ cell tumor	CSNK1E	150	0	0.0	0.9767308244757253	0.0	0.40749183912451137	Depleted	0.7876549028824175
thymoma	RORC	124	0	0.0	1.1844493265832459	0.0	0.4076911873161938	Depleted	0.7876549028824175
testicular germ cell tumor	ARNTL	150	0	0.0	0.9863066168725462	0.0	0.40769706800233657	Depleted	0.7876549028824175
mesothelioma	PER2	87	0	0.0	1.7323434228060157	0.0	0.4082215434691704	Depleted	0.7876549028824175
uterine carcinosarcoma	CRY1	57	1	1.7543859649122806	0.9111617312072893	1.9419642857142858	0.40888829633287666	Enriched	0.7876549028824175
pheochromocytoma & paraganglioma	CRY2	179	0	0.0	0.8738236988669099	0.0	0.4097886333469578	Depleted	0.7876549028824175
adrenocortical cancer	PER2	92	0	0.0	1.733168269688601	0.0	0.4118396605774235	Depleted	0.7876549028824175
pancreatic adenocarcinoma	CRY2	185	0	0.0	0.8743274404304381	0.0	0.4122881132275154	Depleted	0.7876549028824175
pheochromocytoma & paraganglioma	CRY1	179	0	0.0	0.9314384482427501	0.0	0.41552572313029573	Depleted	0.7883760285682222
thymoma	RORB	124	0	0.0	1.3372814977552774	0.0	0.41574517131527344	Depleted	0.7883760285682222
adrenocortical cancer	TIMELESS	92	0	0.0	1.8474431006570802	0.0	0.4188673607329904	Depleted	0.7913656409420335
pheochromocytoma & paraganglioma	CSNK1E	179	0	0.0	0.9794507393892836	0.0	0.4223434016986854	Depleted	0.7914531531565241
lung squamous cell carcinoma	NR1D1	506	5	0.9881422924901185	0.7237037771388917	1.3690427364449185	0.4232707343787168	Enriched	0.7914531531565241
cervical & endocervical cancer	CLOCK	308	5	1.6233766233766234	1.1959163830821584	1.3633314550967293	0.42497787188750435	Enriched	0.7914531531565241
uterine carcinosarcoma	ARNTL	57	1	1.7543859649122806	0.9681093394077449	1.8266806722689075	0.4278938433759909	Enriched	0.7914531531565241
pancreatic adenocarcinoma	CSNK1E	185	0	0.0	0.9800153727901614	0.0	0.42790131200368364	Depleted	0.7914531531565241
liver hepatocellular carcinoma	TIMELESS	377	9	2.387267904509284	1.8108848864526232	1.326072267920094	0.4289689539248912	Enriched	0.7914531531565241
pancreatic adenocarcinoma	ARNTL	185	3	1.6216216216216217	0.9607993850883936	1.6991208791208792	0.42973432925295646	Enriched	0.7914531531565241
prostate adenocarcinoma	NR1D2	498	2	0.40160642570281124	0.8122833085685983	0.4923780487804878	0.4397822885604172	Depleted	0.8021348725556526
cholangiocarcinoma	PER1	36	1	2.7777777777777777	1.591361182154021	1.7668367346938776	0.4400673446033915	Enriched	0.8021348725556526
lung squamous cell carcinoma	NR1D2	506	2	0.3952569169960474	0.8129275304847824	0.4841753774680604	0.4402879075550029	Depleted	0.8021348725556526
liver hepatocellular carcinoma	RORA	377	2	0.5305039787798409	1.05716523101018	0.4991604938271605	0.44180084777479306	Depleted	0.8021348725556526
brain lower grade glioma	CSNK1D	516	2	0.3875968992248062	0.8335814230425722	0.46289605336297945	0.44440765286995515	Depleted	0.8040166723300955
lung squamous cell carcinoma	CRY1	506	6	1.1857707509881423	0.9021512838306731	1.3181538461538462	0.4692868173884305	Enriched	0.8457992162139666
cervical & endocervical cancer	NPAS2	308	6	1.948051948051948	1.487603305785124	1.315673289183223	0.4708062043378525	Enriched	0.8457992162139666
head & neck squamous cell carcinoma	PER3	528	6	1.1363636363636365	1.6492796820665674	0.6854313806951946	0.4786661491272851	Depleted	0.8569128264096852
lung adenocarcinoma	PER2	520	11	2.1153846153846154	1.6976074655018365	1.2514160318937488	0.4854919029858139	Enriched	0.8614873407299748
head & neck squamous cell carcinoma	CRY1	528	6	1.1363636363636365	0.9041231992051664	1.2598206391309839	0.48555966017659136	Enriched	0.8614873407299748
cholangiocarcinoma	TIMELESS	36	1	2.7777777777777777	1.8281708818793219	1.5342709104367136	0.4865113254889521	Enriched	0.8614873407299748
uterine carcinosarcoma	RORC	57	1	1.7543859649122806	1.1674259681093395	1.511759581881533	0.4898038674740136	Enriched	0.8614873407299748
head & neck squamous cell carcinoma	ARNTL	528	3	0.5681818181818182	0.9935419771485345	0.5694285714285714	0.49169622915101074	Depleted	0.8614873407299748
liver hepatocellular carcinoma	RORB	377	3	0.7957559681697612	1.3410336726703211	0.5901284203130489	0.4920683105879486	Depleted	0.8614873407299748
prostate adenocarcinoma	RORA	498	3	0.6024096385542169	1.0599306587419515	0.5657320872274143	0.492999591472427	Depleted	0.8614873407299748
lung adenocarcinoma	RORA	520	7	1.3461538461538463	1.022535490916311	1.320804708643237	0.5000644241421444	Enriched	0.8708604937441425
kidney papillary cell carcinoma	CRY2	291	1	0.3436426116838488	0.8736167734420501	0.391264367816092	0.5221165114946222	Depleted	0.8939167787174925
sarcoma	CSNK1E	261	1	0.3831417624521073	0.9775454897406117	0.3896039603960396	0.5226738883596577	Depleted	0.8939167787174925
testicular germ cell tumor	PER3	150	1	0.6666666666666666	1.637460499856363	0.4031555398563523	0.5229800975008693	Depleted	0.8939167787174925
rectum adenocarcinoma	NPAS2	167	1	0.5988023952095808	1.515442163821216	0.39149001067561384	0.5233393116973613	Depleted	0.8939167787174925
kidney papillary cell carcinoma	CRY1	291	1	0.3436426116838488	0.9318578916715201	0.3665948275862069	0.526160064186482	Depleted	0.8939167787174925
rectum adenocarcinoma	PER1	167	1	0.5988023952095808	1.611356224822559	0.36782845668387837	0.5271225981113008	Depleted	0.8939167787174925
rectum adenocarcinoma	PER3	167	1	0.5988023952095808	1.6401304431229617	0.3612696399633622	0.5290040111513343	Depleted	0.8939167787174925
liver hepatocellular carcinoma	NR1D1	377	1	0.26525198938992045	0.7537196554424432	0.3502003315833103	0.5301088143988305	Depleted	0.8939167787174925
liver hepatocellular carcinoma	PER3	377	4	1.0610079575596818	1.644479248238058	0.6413889952763947	0.5315405102106953	Depleted	0.8939167787174925
pancreatic adenocarcinoma	NPAS2	185	1	0.5405405405405406	1.518063028439662	0.35257292239955973	0.5321026821261278	Depleted	0.8939167787174925
uterine carcinosarcoma	RORB	57	1	1.7543859649122806	1.3192862566438877	1.335688591983556	0.5325090185719438	Enriched	0.8939167787174925
diffuse large B-cell lymphoma	PER1	48	1	2.0833333333333335	1.593172119487909	1.314209726443769	0.5386945077356038	Enriched	0.9013450586948665
esophageal carcinoma	PER1	185	4	2.1621621621621623	1.5853189853958494	1.371906914448351	0.5431401361645865	Enriched	0.9050831128298109
liver hepatocellular carcinoma	NR1D2	377	4	1.0610079575596818	0.7830853563038371	1.3587131367292224	0.5444640600616831	Enriched	0.9050831128298109
kidney papillary cell carcinoma	RORA	291	4	1.3745704467353952	1.02892642205397	1.3406087699691014	0.5479526566505157	Enriched	0.9074082774654906
adrenocortical cancer	CRY2	92	1	1.0869565217391304	0.857061232263594	1.271184371184371	0.5494073554966837	Enriched	0.9074082774654906
kidney chromophobe	CLOCK	66	1	1.5151515151515151	1.2064215825971312	1.2598425196850394	0.5528460487819801	Enriched	0.9101516944577935
head & neck squamous cell carcinoma	RORB	528	5	0.946969696969697	1.3412816691505216	0.7032079881028256	0.5589706559846718	Depleted	0.9172851790517691
diffuse large B-cell lymphoma	PER2	48	1	2.0833333333333335	1.7164532954006637	1.2182908193252615	0.5655739447360425	Enriched	0.9251561012934625
uterine carcinosarcoma	NPAS2	57	1	1.7543859649122806	1.4996203492786637	1.1729204339963835	0.5786768470302024	Enriched	0.94357498624033
esophageal carcinoma	TIMELESS	185	4	2.1621621621621623	1.8255188316679478	1.1884850247164873	0.5838455517798363	Enriched	0.9489807063850038
kidney papillary cell carcinoma	CLOCK	291	2	0.6872852233676976	1.2230634828188702	0.5589059153072994	0.5880252216490438	Depleted	0.9498395639103939
sarcoma	RORB	261	2	0.7662835249042146	1.335656213704994	0.5704213530300487	0.5880842612492088	Depleted	0.9498395639103939
lung adenocarcinoma	NR1D1	520	2	0.38461538461538464	0.7544922068897052	0.5078744157691526	0.5926100020604006	Depleted	0.9535667819214034
skin cutaneous melanoma	CRY2	104	1	0.9615384615384616	0.8580417580322243	1.1217907227615966	0.5941168035799369	Enriched	0.9535667819214034
cervical & endocervical cancer	RORB	308	5	1.6233766233766234	1.3125911521633447	1.2406796235179074	0.6068993443037357	Enriched	0.9550650723088581
sarcoma	PER1	261	5	1.9157088122605364	1.5873015873015872	1.2109375	0.6128669817740632	Enriched	0.9550650723088581
lung squamous cell carcinoma	CRY2	506	5	0.9881422924901185	0.852582531971845	1.1605858051339182	0.6238302715634502	Enriched	0.9550650723088581
kidney chromophobe	NPAS2	66	0	0.0	1.5104018238814476	0.0	0.6281555922039876	Depleted	0.9550650723088581
thymoma	CSNK1D	124	0	0.0	0.8214729200496704	0.0	0.6284763394906221	Depleted	0.9550650723088581
mesothelioma	CLOCK	87	0	0.0	1.2183514182371977	0.0	0.6290203690237186	Depleted	0.9550650723088581
uveal melanoma	RORB	80	0	0.0	1.3316845809949587	0.0	0.6290750228121458	Depleted	0.9550650723088581
thymoma	CRY2	124	0	0.0	0.8692329735409303	0.0	0.6293583191924821	Depleted	0.9550650723088581
skin cutaneous melanoma	RORA	104	0	0.0	1.0487177042616074	0.0	0.6297994028692324	Depleted	0.9550650723088581
testicular germ cell tumor	NR1D1	150	0	0.0	0.7469118069520253	0.0	0.6304362690931689	Depleted	0.9550650723088581
adrenocortical cancer	CLOCK	92	0	0.0	1.2189315303304447	0.0	0.6308489080682587	Depleted	0.9550650723088581
kidney chromophobe	PER2	66	0	0.0	1.7288876223045502	0.0	0.6314059013233516	Depleted	0.9550650723088581
thymoma	CRY1	124	0	0.0	0.9265450377304423	0.0	0.6318894767279044	Depleted	0.9550650723088581
mesothelioma	RORB	87	0	0.0	1.332571863696935	0.0	0.6325140237988699	Depleted	0.9550650723088581
kidney papillary cell carcinoma	PER1	291	3	1.0309278350515463	1.6113376043486702	0.6360441767068273	0.6332003126185608	Depleted	0.9550650723088581
prostate adenocarcinoma	CSNK1E	498	3	0.6024096385542169	0.9806835066864784	0.6119375573921029	0.6341154901633126	Depleted	0.9550650723088581
kidney papillary cell carcinoma	PER3	291	3	1.0309278350515463	1.6404581634634052	0.6245685404339251	0.6346155688984619	Depleted	0.9550650723088581
testicular germ cell tumor	NR1D2	150	0	0.0	0.8043665613329503	0.0	0.6346772797364979	Depleted	0.9550650723088581
thymoma	CSNK1E	124	0	0.0	0.9743050912217022	0.0	0.6350742225438994	Depleted	0.9550650723088581
kidney chromophobe	TIMELESS	66	0	0.0	1.842880212786169	0.0	0.6355636059664649	Depleted	0.9550650723088581
testicular germ cell tumor	CSNK1D	150	0	0.0	0.823518146126592	0.0	0.6365104076988037	Depleted	0.9550650723088581
testicular germ cell tumor	CRY2	150	0	0.0	0.8713971081106962	0.0	0.6418913214980313	Depleted	0.9550650723088581
thymoma	RORA	124	0	0.0	1.050721176807718	0.0	0.6418968760197906	Depleted	0.9550650723088581
uveal melanoma	PER3	80	0	0.0	1.6360696280795206	0.0	0.6426460169449825	Depleted	0.9550650723088581
mesothelioma	NPAS2	87	0	0.0	1.513420902341519	0.0	0.6433176106511409	Depleted	0.9550650723088581
pheochromocytoma & paraganglioma	NR1D1	179	0	0.0	0.7489917418859228	0.0	0.6442725866744776	Depleted	0.9550650723088581
pancreatic adenocarcinoma	NR1D1	185	0	0.0	0.749423520368947	0.0	0.6483642453501957	Depleted	0.9550650723088581
uveal melanoma	PER2	80	0	0.0	1.7311899552934462	0.0	0.6495882912946969	Depleted	0.9550650723088581
testicular germ cell tumor	CRY1	150	0	0.0	0.9288518624916212	0.0	0.6496505357258814	Depleted	0.9550650723088581
mesothelioma	PER1	87	0	0.0	1.6086046068913002	0.0	0.6510111528042802	Depleted	0.9550650723088581
esophageal carcinoma	NR1D2	185	2	1.0810810810810811	0.7878554957724827	1.37624950019992	0.6593838933500998	Enriched	0.9617946637223183
breast invasive carcinoma	CLOCK	1101	11	0.9990917347865577	1.2326169405815424	0.8086332627617031	0.66089612534	Depleted	0.9617946637223183
head & neck squamous cell carcinoma	RORA	528	4	0.7575757575757576	1.0531544957774466	0.7171971770128187	0.6617076838771643	Depleted	0.9617946637223183
thymoma	CLOCK	124	2	1.6129032258064515	1.2035533479797498	1.3456934686442883	0.6631123365116764	Enriched	0.9617946637223183
esophageal carcinoma	CRY2	185	2	1.0810810810810811	0.8551114527286703	1.2671455762264383	0.6739287617826085	Enriched	0.9724896282520293
lung squamous cell carcinoma	CLOCK	506	7	1.383399209486166	1.1995637949836424	1.155401712515941	0.6742848008388094	Enriched	0.9724896282520293
rectum adenocarcinoma	ARNTL	167	2	1.1976047904191616	0.9687320161135623	1.2391239123912392	0.6783344451948771	Enriched	0.9755821234263401
skin cutaneous melanoma	PER1	104	2	1.9230769230769231	1.5921441510153493	1.2119290830104497	0.6828830827071666	Enriched	0.9793729365436115
esophageal carcinoma	CRY1	185	2	1.0810810810810811	0.9127594158339739	1.1864250790911706	0.6874116223898689	Enriched	0.9831138286693096
esophageal carcinoma	CSNK1E	185	2	1.0810810810810811	0.9607993850883936	1.1265573770491804	0.6991227920476512	Enriched	0.9970776309983215
esophageal carcinoma	RORA	185	2	1.0810810810810811	1.037663335895465	1.0422991297308237	0.7183665641454509	Enriched	1.0
rectum adenocarcinoma	RORC	167	2	1.1976047904191616	1.1701515442163821	1.02374565325385	0.7230689187206687	Enriched	1.0
sarcoma	NR1D2	261	1	0.3831417624521073	0.8033294618660473	0.4749304911955514	0.7253358839866316	Depleted	1.0
thymoma	PER3	124	1	0.8064516129032258	1.633393829401089	0.4896115627822945	0.7255363926884388	Depleted	1.0
rectum adenocarcinoma	CLOCK	167	1	0.5988023952095808	1.2181085747170535	0.4885210131866047	0.7255681183284113	Depleted	1.0
pheochromocytoma & paraganglioma	RORC	179	1	0.5586592178770949	1.1811023622047243	0.4700374531835206	0.7262068948150093	Depleted	1.0
kidney papillary cell carcinoma	NR1D1	291	1	0.3436426116838488	0.747427683944865	0.45790416480071655	0.7262318442567284	Depleted	1.0
pancreatic adenocarcinoma	CLOCK	185	1	0.5405405405405406	1.2202152190622597	0.43996062992125984	0.7293097717425451	Depleted	1.0
testicular germ cell tumor	NPAS2	150	1	0.6666666666666666	1.5129751986976923	0.4368787698581259	0.7298646798118635	Depleted	1.0
kidney papillary cell carcinoma	NR1D2	291	1	0.3436426116838488	0.8056688021743351	0.4245533859576236	0.7311459803414195	Depleted	1.0
kidney papillary cell carcinoma	CSNK1D	291	1	0.3436426116838488	0.8250825082508251	0.4144827586206897	0.7334035442880183	Depleted	1.0
testicular germ cell tumor	PER1	150	1	0.6666666666666666	1.6087331226659005	0.41047459252157237	0.7353614816834344	Depleted	1.0
cervical & endocervical cancer	CSNK1E	308	2	0.6493506493506493	0.9722897423432183	0.6656862745098039	0.7715267975471383	Depleted	1.0
sarcoma	RORC	261	2	0.7662835249042146	1.1807975222609368	0.646243433128679	0.7720058188685435	Depleted	1.0
cervical & endocervical cancer	RORA	308	2	0.6493506493506493	1.0500729217306757	0.6158920358266764	0.7732140128392906	Depleted	1.0
liver hepatocellular carcinoma	CRY2	377	2	0.5305039787798409	0.8711824588880188	0.6068614232209738	0.7734088402031885	Depleted	1.0
pancreatic adenocarcinoma	TIMELESS	185	2	1.0810810810810811	1.8447348193697155	0.581511839708561	0.7777372019903068	Depleted	1.0
kidney papillary cell carcinoma	RORC	291	2	0.6872852233676976	1.18423607066589	0.5774575982755686	0.7779257292964558	Depleted	1.0
liver hepatocellular carcinoma	CSNK1E	377	4	1.0610079575596818	0.9592795614722005	1.1071838923236854	0.7851303782707211	Enriched	1.0
bladder urothelial carcinoma	CRY1	412	4	0.970873786407767	0.9134662606816619	1.0634619439173518	0.7910509074312271	Enriched	1.0
kidney papillary cell carcinoma	RORB	291	4	1.3745704467353952	1.3201320132013201	1.0418118466898956	0.7949516016259108	Enriched	1.0
head & neck squamous cell carcinoma	CSNK1D	528	3	0.5681818181818182	0.8246398410332837	0.6872289156626507	0.8012447212640428	Depleted	1.0
prostate adenocarcinoma	CRY2	498	3	0.6024096385542169	0.8717186726102031	0.6891873278236914	0.8013414279272237	Depleted	1.0
sarcoma	PER3	261	3	1.1494252873563218	1.6356949283778552	0.6992569148204211	0.8021964519445817	Depleted	1.0
lung squamous cell carcinoma	ARNTL	506	5	0.9881422924901185	0.9715475364330326	1.0172512118619903	0.818451219153562	Enriched	1.0
lung adenocarcinoma	CSNK1E	520	4	0.7692307692307693	0.9728978457261988	0.7890365448504983	0.8192045402056496	Depleted	1.0
liver hepatocellular carcinoma	PER1	377	5	1.3262599469496021	1.6053249804228662	0.8238263834251246	0.8351366530872603	Depleted	1.0
lung adenocarcinoma	CLOCK	520	5	0.9615384615384616	1.2210860716767598	0.7853816402241692	0.8356583330011872	Depleted	1.0
bladder urothelial carcinoma	PER1	412	7	1.6990291262135921	1.5911992928003142	1.0689376619417772	0.8396577636884793	Enriched	1.0
lung squamous cell carcinoma	RORB	506	7	1.383399209486166	1.31852879944483	1.0498892521885876	0.8411346792216561	Enriched	1.0
adrenocortical cancer	PER1	92	1	1.0869565217391304	1.5998476335587086	0.6758895866038723	1.0	Depleted	1.0
adrenocortical cancer	NPAS2	92	1	1.0869565217391304	1.5046186077516428	0.7193629155654472	1.0	Depleted	1.0
adrenocortical cancer	RORB	92	1	1.0869565217391304	1.3236834587182174	0.8191951932959127	1.0	Depleted	1.0
adrenocortical cancer	ARNTL	92	0	0.0	0.9808589658127798	0.0	1.0	Depleted	1.0
adrenocortical cancer	CSNK1E	92	0	0.0	0.9713360632320731	0.0	1.0	Depleted	1.0
adrenocortical cancer	CRY1	92	0	0.0	0.9237215503285401	0.0	1.0	Depleted	1.0
adrenocortical cancer	NR1D2	92	0	0.0	0.7999238167793543	0.0	1.0	Depleted	1.0
adrenocortical cancer	NR1D1	92	0	0.0	0.7427864012951148	0.0	1.0	Depleted	1.0
bladder urothelial carcinoma	NR1D1	412	3	0.7281553398058253	0.7366663392594047	0.9883618581907091	1.0	Depleted	1.0
cervical & endocervical cancer	NR1D2	308	2	0.6493506493506493	0.797277588721439	0.81324725011956	1.0	Depleted	1.0
cholangiocarcinoma	PER2	36	0	0.0	1.7239746140001895	0.0	1.0	Depleted	1.0
cholangiocarcinoma	PER3	36	0	0.0	1.629250734110069	0.0	1.0	Depleted	1.0
cholangiocarcinoma	NPAS2	36	0	0.0	1.5061096902529127	0.0	1.0	Depleted	1.0
cholangiocarcinoma	RORB	36	0	0.0	1.3261343184616843	0.0	1.0	Depleted	1.0
cholangiocarcinoma	CLOCK	36	0	0.0	1.21246566259354	0.0	1.0	Depleted	1.0
cholangiocarcinoma	RORC	36	0	0.0	1.1745761106374917	0.0	1.0	Depleted	1.0
cholangiocarcinoma	RORA	36	0	0.0	1.0419626787913232	0.0	1.0	Depleted	1.0
cholangiocarcinoma	CSNK1E	36	0	0.0	0.966183574879227	0.0	1.0	Depleted	1.0
